index,minimum,maximum,Combination
HYD1,0.0,0.0,Galactose
MGSA,0.0,0.0,Galactose
ATPS4,0.0,993.6823502714936,Galactose
ALR2,0.0,0.0,Galactose
CYTBD2,0.0,0.0,Galactose
MMM2r,0.0,0.0,Galactose
HYD4,13.98171224934994,13.98171224936319,Galactose
ALCD2x,-0.3568474883733549,-0.35684748832731755,Galactose
SEPHCHCS,0.0,0.0,Galactose
SEPHCHS,0.0,0.0,Galactose
FOMETR,-1000.0,1000.0,Galactose
5DOAN,0.0,0.0,Galactose
PDX5PS,0.0,0.0,Galactose
PANTS,0.0002349209286532587,0.00023492093356725346,Galactose
RBFSa,0.0004391045395386616,0.00043910454087078853,Galactose
DMQMT,0.0,0.0,Galactose
OHPHM,0.0,0.0,Galactose
ASPO5,0.001119716575831001,0.0011197165773689332,Galactose
DMPPS2,0.0,0.0002992850784201135,Galactose
IPDPS,0.0,0.0002992850832639229,Galactose
IPDPS2,0.0,0.00029928508329434646,Galactose
DHNAOT4,0.0,0.0,Galactose
NAMNPP,0.0,0.0,Galactose
DBTS,0.0,0.0,Galactose
AOXSr,0.0,0.0,Galactose
BTS5,0.0,0.0,Galactose
AMAOTr,0.0,0.0,Galactose
PPNCL2,0.0,0.00023492092861088364,Galactose
PPNCL3,0.0,0.00023492092862007334,Galactose
RBFSb,0.00021955226976933082,0.00021955226972211723,Galactose
TMPPP,0.00010977613488466541,0.00010977613568067872,Galactose
THZPSN,0.00010977613488466541,0.00010977613475367739,Galactose
DHNAOT7,0.0,0.0,Galactose
DHNAOT9,0.0,0.0,Galactose
AMMQT10,0.0,0.0,Galactose
AMMQT11,0.0,0.0,Galactose
AMMQT7,0.0,0.0,Galactose
AMMQT8,0.0,0.0,Galactose
AMMQT9,0.0,0.0,Galactose
ACPS1,0.0,0.0,Galactose
DHNAOT10,0.0,0.0,Galactose
DHNAOT11,0.0,0.0,Galactose
SUCBZL,0.0,0.0,Galactose
SUCBZS,0.0,0.0,Galactose
NPHS,0.0,0.0,Galactose
DPCOAK,0.00023492092865325868,0.00023492092867602086,Galactose
CDGS,0.0,0.0,Galactose
PTHPS,0.0,0.0,Galactose
CPH4S,0.0,0.0,Galactose
ASP1DC,0.00023492092865325868,0.0002349209267395368,Galactose
E4PD,0.0,0.0,Galactose
DHFS,0.00043910453953874875,0.00043910453980564723,Galactose
AMMQLT8,0.0,0.0,Galactose
GTPDPK,0.0,0.0,Galactose
PPGPPDP,0.0,0.0,Galactose
IPDDI,-0.00027207734600335814,2.7207735403594902e-05,Galactose
GTPCI,0.0004391045395386627,0.0004391045398528313,Galactose
MECDPS,0.00029928508001291794,0.0002992850797079907,Galactose
APRAUR,0.00021955226976933076,0.00021955226964855725,Galactose
DHPPDA,0.0002195522697693308,0.00021955227015276976,Galactose
UDCPDPS,2.7207734546628908e-05,2.72077345466449e-05,Galactose
QULNS,0.0011197165758209775,0.0011197165752750656,Galactose
PTPAT,0.00023492092865325866,0.00023492092869152248,Galactose
DPR,0.00023492092865325866,0.00023492092750471066,Galactose
CBLAT,0.0001097761348846654,0.00010977613546238981,Galactose
FMNAT,0.0001097761348846654,0.00010977613488469429,Galactose
RBFK,0.00010977613488466541,0.00010977613488464402,Galactose
MECDPDH2,0.00029928508001291794,0.0002992850793267342,Galactose
DB4PS,0.0004391045395386616,0.0004391045397456244,Galactose
GTPCII,0.00021955226976933076,0.00021955227048024107,Galactose
4HTHRS,0.0,0.0,Galactose
DMATT,2.7207734546628908e-05,2.7207735080907147e-05,Galactose
GRTT,2.720773454662891e-05,2.720773462500757e-05,Galactose
DXPRIi,0.00029928508001291794,0.0002992850806399473,Galactose
MEPCT,0.00029928508001291794,0.0002992850806399473,Galactose
CDGR,0.0,0.0,Galactose
NADDP,0.0,0.0,Galactose
DHPS3,0.0,0.0,Galactose
DXPS,0.00040906121489758324,0.00040906121663768496,Galactose
PPCDC,0.00023492092865325863,0.00023492092867607176,Galactose
OHPBAT,0.0,0.0,Galactose
PMDPHT,0.0002195522697693308,0.00021955226931839235,Galactose
HMPK1,0.00010977613488466541,0.0001097761352453647,Galactose
PMPK,0.00010977613488466541,0.00010977613517453397,Galactose
ADCL,0.00043910453953875954,0.0004391045397852401,Galactose
MOHMT,0.00023492092865325868,0.00023492092994685916,Galactose
CDPMEK,0.000299285080012918,0.00029928508171739624,Galactose
GTPDPDP,0.0,0.0,Galactose
FRTT,0.0,0.0,Galactose
HEXTT,0.0,0.0,Galactose
PPTT,0.0,0.0,Galactose
SHCHCS3,0.0,0.0,Galactose
ICHORS,0.0,0.0,Galactose
PNTK,0.00023492092865325866,0.00023492092869138902,Galactose
PERD,0.0,0.0,Galactose
DMPPS,0.0,0.00029928507749700474,Galactose
NADS1,0.001119716573302421,0.0011197165760304083,Galactose
GGTT,0.0,0.0,Galactose
HETT,0.0,0.0,Galactose
SERATi,0.0,0.0,Galactose
CYSS,0.0,0.0,Galactose
CYSDSF,0.1290557419574982,0.12905574196966646,Galactose
CYSDS,0.07709099538847772,0.07709099539980713,Galactose
SADT2,0.0,0.0,Galactose
SADT,0.0,0.0,Galactose
ADSK,0.0,0.0,Galactose
BPNT,0.0,0.0,Galactose
CYSS3r,0.0,0.0,Galactose
DM_4HBA,0.00010977613488466542,0.0001097761332037019,Galactose
DM_5DRIB,0.0,0.0,Galactose
DM_AMOB,0.0,0.0,Galactose
EX_3ddlhept_e,0.0,0.0,Galactose
EX_7ocholate_e,0.0,0.0,Galactose
EX_acerA_e,0.0,0.0,Galactose
EX_acgalidour2s_e,0.0,0.0,Galactose
EX_amylose300_e,0.0,0.0,Galactose
EX_chtbs_e,0.0,0.0,Galactose
EX_core3_e,0.0,0.0,Galactose
EX_cps_bt_e,0.0,0.0,Galactose
EX_cspg_ab_rest_e,0.0,0.0,Galactose
EX_cspg_c_rest_e,0.0,0.0,Galactose
EX_dextran40_e,0.0,0.0,Galactose
EX_fucneulacnhx_e,0.0,0.0,Galactose
EX_gchola_e,0.0,0.0,Galactose
EX_glypro_e,0.0,0.0,Galactose
EX_h2_e,13.981712249354718,13.98171224937161,Galactose
EX_ha_pre1_e,0.0,0.0,Galactose
EX_hspg_degr_1_e,0.0,0.0,Galactose
EX_hspg_degr_10_e,0.0,0.0,Galactose
EX_hspg_degr_11_e,0.0,0.0,Galactose
EX_hspg_degr_12_e,0.0,0.0,Galactose
EX_hspg_degr_13_e,0.0,0.0,Galactose
EX_hspg_degr_14_e,0.0,0.0,Galactose
EX_hspg_degr_15_e,0.0,0.0,Galactose
EX_hspg_degr_2_e,0.0,0.0,Galactose
EX_hspg_degr_3_e,0.0,0.0,Galactose
EX_hspg_degr_4_e,0.0,0.0,Galactose
EX_hspg_degr_5_e,0.0,0.0,Galactose
EX_hspg_degr_6_e,0.0,0.0,Galactose
EX_hspg_degr_7_e,0.0,0.0,Galactose
EX_hspg_degr_8_e,0.0,0.0,Galactose
EX_hspg_degr_9_e,0.0,0.0,Galactose
EX_l2n2m2mn_e,0.0,0.0,Galactose
EX_leuleu_e,0.0,0.0,Galactose
EX_m2mn_e,0.0,0.0,Galactose
EX_melib_e,0.0,0.0,Galactose
EX_mn_e,0.0,0.0,Galactose
EX_n2m2mn_e,0.0,0.0,Galactose
EX_o2_e,0.0,0.0,Galactose
EX_pe_cer1_BT_e,0.0,0.0,Galactose
EX_phearg_e,0.0,0.0,Galactose
EX_rhamnogalurI_e,0.0,0.0,Galactose
EX_s2l2n2m2m_e,0.0,0.0,Galactose
EX_s2l2n2m2mn_e,0.0,0.0,Galactose
EX_Ser_Thr_e,0.0,0.0,Galactose
EX_sphmyln_BT_e,0.0,0.0,Galactose
EX_strch1_e,0.0,0.0,Galactose
EX_strch2_e,0.0,0.0,Galactose
EX_Tn_antigen_e,0.0,0.0,Galactose
EX_unsdigalur_e,0.0,0.0,Galactose
EX_xyl_D_e,0.0,0.0,Galactose
HYPSUCORNS,0.06381465574528951,0.06381465574536625,Galactose
EX_cellb_e,0.0,0.0,Galactose
EX_saccrp__L_e,0.0,0.0,Galactose
EX_12ethd_e,0.0005488806744233907,0.0005488806744262892,Galactose
EX_12ppd_R_e,0.0,0.0,Galactose
EX_12ppd_S_e,0.0,0.0,Galactose
EX_2fuclac_e,0.0,0.0,Galactose
EX_2omfuc_e,0.0,0.0,Galactose
EX_2omxyl_e,0.0,0.0,Galactose
EX_3fuclac_e,0.0,0.0,Galactose
EX_4abut_e,0.0,0.0,Galactose
EX_ac_e,12.371946779762553,12.371946779772296,Galactose
EX_acetol_e,0.0,0.0,Galactose
EX_acgal_e,0.0,0.0,Galactose
EX_acgalglcur_e,0.0,0.0,Galactose
EX_acgalidour_e,0.0,0.0,Galactose
EX_acgam_e,0.0,0.0,Galactose
EX_acnam_e,0.0,0.0,Galactose
EX_adn_e,0.0,0.0,Galactose
EX_adocbl_e,0.0,0.0,Galactose
EX_ala_D_e,0.0,0.0,Galactose
EX_ala_L_e,0.0,0.0,Galactose
EX_alaala_e,0.0,0.0,Galactose
EX_alaasp_e,0.0,0.0,Galactose
EX_alagln_e,0.0,0.0,Galactose
EX_alaglu_e,0.0,0.0,Galactose
EX_alagly_e,0.0,0.0,Galactose
EX_alahis_e,0.0,0.0,Galactose
EX_alaleu_e,0.0,0.0,Galactose
EX_alathr_e,0.0,0.0,Galactose
EX_amannan140_e,0.0,0.0,Galactose
EX_apio__D_e,0.0,0.0,Galactose
EX_arab_L_e,0.0,0.0,Galactose
EX_arabinan101_e,0.0,0.0,Galactose
EX_arabinogal_e,0.0,0.0,Galactose
EX_arabttr_e,0.0,0.0,Galactose
EX_arg_L_e,0.0,0.0,Galactose
EX_argarg_e,0.0,0.0,Galactose
EX_asn_L_e,0.0,0.0,Galactose
EX_asp_L_e,0.0,0.0,Galactose
EX_btn_e,0.0,0.0,Galactose
EX_ca2_e,-0.050623133029585335,-0.05062313302958166,Galactose
EX_carn_e,0.0,0.0,Galactose
EX_cbl1_e,-0.00010977613488467128,-0.0001097761348846654,Galactose
EX_cd2_e,0.0,0.0,Galactose
EX_cgly_e,0.0,0.0,Galactose
EX_cit_e,0.0,0.0,Galactose
EX_cl_e,-0.0025058450849644374,-0.0025058450849642913,Galactose
EX_co2_e,10.389936880218691,10.389936880230785,Galactose
EX_cobalt2_e,-1.2288373307985535e-05,-1.2288373307984953e-05,Galactose
EX_core2_e,0.0,0.0,Galactose
EX_core4_e,0.0,0.0,Galactose
EX_core5_e,0.0,0.0,Galactose
EX_core6_e,0.0,0.0,Galactose
EX_core7_e,0.0,0.0,Galactose
EX_core8_e,0.0,0.0,Galactose
EX_cspg_a_e,0.0,0.0,Galactose
EX_cspg_a_degr_e,0.0,0.0,Galactose
EX_cspg_b_e,0.0,0.0,Galactose
EX_cspg_b_degr_e,0.0,0.0,Galactose
EX_cspg_c_e,0.0,0.0,Galactose
EX_cspg_c_degr_e,0.0,0.0,Galactose
EX_ctbt_e,0.0,0.0,Galactose
EX_cu2_e,0.0,0.0,Galactose
EX_cys_L_e,-0.256,-0.2559999999986707,Galactose
EX_cytd_e,0.0,0.0,Galactose
EX_dad_2_e,0.0,0.0,Galactose
EX_dcyt_e,0.0,0.0,Galactose
EX_dgsn_e,0.0,0.0,Galactose
EX_din_e,0.0,0.0,Galactose
EX_dsT_antigen_e,0.0,0.0,Galactose
EX_dt5hsu_e,0.0,0.0,Galactose
EX_duri_e,0.0,0.0,Galactose
EX_etoh_e,0.3568474883643743,0.35684748837483565,Galactose
EX_f1a_e,0.0,0.0,Galactose
EX_fe2_e,-0.006793995834519179,-0.006793995834499529,Galactose
EX_fe3_e,0.0,0.0,Galactose
EX_fe3dcit_e,0.0,0.0,Galactose
EX_fol_e,0.0,0.0,Galactose
EX_for_e,0.0,0.0,Galactose
EX_fru_e,0.0,0.0,Galactose
EX_fuc_L_e,0.0,0.0,Galactose
EX_fum_e,0.0,0.0,Galactose
EX_gal_e,-10.0,-10.0,Galactose
EX_galam_e,0.0,0.0,Galactose
EX_galur_e,0.0,0.0,Galactose
EX_gam_e,0.0,0.0,Galactose
EX_gam26s_e,0.0,0.0,Galactose
EX_glc_e,0.0,0.0,Galactose
EX_glcur_e,0.0,0.0,Galactose
EX_gln_L_e,0.0,0.0,Galactose
EX_glu_L_e,0.0,0.0,Galactose
EX_gly_e,0.0,0.0,Galactose
EX_glyasn_e,0.0,0.0,Galactose
EX_glyasp_e,0.0,0.0,Galactose
EX_glyb_e,0.0,0.0,Galactose
EX_glycogen1500_e,0.0,0.0,Galactose
EX_glygln_e,0.0,0.0,Galactose
EX_glyglu_e,0.0,0.0,Galactose
EX_glygly_e,0.0,0.0,Galactose
EX_glyleu_e,0.0,0.0,Galactose
EX_glymet_e,0.0,0.0,Galactose
EX_glyphe_e,0.0,0.0,Galactose
EX_glytyr_e,0.0,0.0,Galactose
EX_gncore1_e,0.0,0.0,Galactose
EX_gncore2_e,0.0,0.0,Galactose
EX_gsn_e,0.0,0.0,Galactose
EX_h_e,16.653647699165404,16.653647699195545,Galactose
EX_h2o_e,7.210962548202066,7.210962548213089,Galactose
EX_h2s_e,0.017721244127854,0.017721244128989625,Galactose
EX_ha_e,0.0,0.0,Galactose
EX_ha_deg1_e,0.0,0.0,Galactose
EX_hg2_e,0.0,0.0,Galactose
EX_his_L_e,0.0,0.0,Galactose
EX_homogal_e,0.0,0.0,Galactose
EX_hspg_e,0.0,0.0,Galactose
EX_hspg_rest_e,0.0,0.0,Galactose
EX_idour_e,0.0,0.0,Galactose
EX_ile_L_e,0.0,0.0,Galactose
EX_ins_e,0.0,0.0,Galactose
EX_inulin_e,0.0,0.0,Galactose
EX_isobut_e,0.0,0.0,Galactose
EX_isocapr_e,0.0,0.0,Galactose
EX_isoval_e,0.0,0.0,Galactose
EX_k_e,-0.09397115682589609,-0.09397115682589019,Galactose
EX_kdo_e,0.0,0.0,Galactose
EX_kesto_e,0.0,0.0,Galactose
EX_kestopt_e,0.0,0.0,Galactose
EX_kestottr_e,0.0,0.0,Galactose
EX_lac_D_e,0.0,0.0,Galactose
EX_lac_L_e,0.0,0.0,Galactose
EX_lacdfucttr_e,0.0,0.0,Galactose
EX_lacndfuchx_e,0.0,0.0,Galactose
EX_lacnfucpt_e,0.0,0.0,Galactose
EX_lacnnttr_e,0.0,0.0,Galactose
EX_lacnttr_e,0.0,0.0,Galactose
EX_lcts_e,0.0,0.0,Galactose
EX_leu_L_e,0.0,0.0,Galactose
EX_leugly_e,0.0,0.0,Galactose
EX_levan1000_e,0.0,0.0,Galactose
EX_levanb_e,0.0,0.0,Galactose
EX_levanttr_e,0.0,0.0,Galactose
EX_levantttr_e,0.0,0.0,Galactose
EX_lmn2_e,0.0,0.0,Galactose
EX_lmn30_e,0.0,0.0,Galactose
EX_lps_bt_e,0.0,0.0,Galactose
EX_lys_L_e,0.0,0.0,Galactose
EX_malt_e,0.0,0.0,Galactose
EX_malthp_e,0.0,0.0,Galactose
EX_malthx_e,0.0,0.0,Galactose
EX_maltpt_e,0.0,0.0,Galactose
EX_malttr_e,0.0,0.0,Galactose
EX_maltttr_e,0.0,0.0,Galactose
EX_man_e,0.0,0.0,Galactose
EX_manb_e,0.0,0.0,Galactose
EX_manpt_e,0.0,0.0,Galactose
EX_mantr_e,0.0,0.0,Galactose
EX_manttr_e,0.0,0.0,Galactose
EX_meoh_e,0.0,0.0,Galactose
EX_met_L_e,0.0,0.0,Galactose
EX_metala_e,0.0,0.0,Galactose
EX_mg2_e,-0.0041760807849856715,-0.0041760807849856064,Galactose
EX_mn2_e,-0.00033276914918024743,-0.00033276914918023247,Galactose
EX_mqn10_e,0.0,0.0,Galactose
EX_mqn11_e,0.0,0.0,Galactose
EX_mqn7_e,0.0,0.0,Galactose
EX_mqn8_e,0.0,0.0,Galactose
EX_mqn9_e,0.0,0.0,Galactose
EX_mthgxl_e,0.0,0.0,Galactose
EX_na1_e,0.0,0.0,Galactose
EX_nac_e,0.0,0.0,Galactose
EX_neulacnttr_e,0.0,0.0,Galactose
EX_nh4_e,-1000.0,995.3477948594463,Galactose
EX_nmn_e,0.0,0.0,Galactose
EX_no2_e,0.0,0.0,Galactose
EX_oligofru4_e,0.0,0.0,Galactose
EX_orn_e,0.0,0.0,Galactose
EX_pac_e,0.0,0.0,Galactose
EX_pb_e,0.0,0.0,Galactose
EX_pect_e,0.0,0.0,Galactose
EX_pecticgal_e,0.0,0.0,Galactose
EX_phe_L_e,0.0,0.0,Galactose
EX_pheme_e,0.0,0.0,Galactose
EX_pi_e,-0.22914101055842315,-0.22914101055833158,Galactose
EX_pnto_R_e,0.0,0.0,Galactose
EX_ppa_e,0.0,0.0,Galactose
EX_pro_L_e,1.7390122092629123,1.7390122092650435,Galactose
EX_progly_e,0.0,0.0,Galactose
EX_ptrc_e,0.0,0.0,Galactose
EX_pullulan1200_e,0.0,0.0,Galactose
EX_pydxn_e,0.0,0.0,Galactose
EX_pyr_e,0.0,0.0,Galactose
EX_raffin_e,0.0,0.0,Galactose
EX_rhamnogalurII_e,0.0,0.0,Galactose
EX_rib_D_e,0.0,0.0,Galactose
EX_ribflv_e,0.0,0.0,Galactose
EX_rmn_e,0.0,0.0,Galactose
EX_s2l2fn2m2masn_e,0.0,0.0,Galactose
EX_s2l2n2m2masn_e,0.0,0.0,Galactose
EX_ser_L_e,0.0,0.0,Galactose
EX_so4_e,-0.002088040392978032,-0.0020880403924367725,Galactose
EX_spmd_e,0.0,0.0,Galactose
EX_sT_antigen_e,0.0,0.0,Galactose
EX_starch1200_e,0.0,0.0,Galactose
EX_sTn_antigen_e,0.0,0.0,Galactose
EX_stys_e,0.0,0.0,Galactose
EX_succ_e,0.0,0.0,Galactose
EX_sucr_e,0.0,0.0,Galactose
EX_T_antigen_e,0.0,0.0,Galactose
EX_taur_e,0.0,0.0,Galactose
EX_tchola_e,0.0,0.0,Galactose
EX_thm_e,0.0,0.0,Galactose
EX_thr_L_e,0.0,0.0,Galactose
EX_thymd_e,0.0,0.0,Galactose
EX_tre_e,0.0,0.0,Galactose
EX_trp_L_e,0.0,0.0,Galactose
EX_tyr_L_e,0.0,0.0,Galactose
EX_ura_e,0.0,0.0,Galactose
EX_urea_e,0.0,0.0,Galactose
EX_uri_e,0.0,0.0,Galactose
EX_val_L_e,0.0,0.0,Galactose
EX_xan_e,0.0,0.0,Galactose
EX_zn2_e,-0.00016368113246236212,-0.00016368113246235954,Galactose
sink_chols,0.0,0.0,Galactose
sink_nh4,-1000.0,995.3477948594413,Galactose
sink_s,0.12905574195745845,0.12905574195856562,Galactose
FTHFCL,0.0,0.0,Galactose
MTHFR2,0.0,0.059479527397938055,Galactose
MTHFR3,0.0,0.059479527398255315,Galactose
AKP1,0.00043910453953872544,0.00043910453955386914,Galactose
DHPS,0.0004391045389099843,0.0004391045395675962,Galactose
FOLD3,0.0,0.0,Galactose
HPPK,0.0,0.0,Galactose
GLUFORT,0.0,0.0,Galactose
FTCD_r,0.0,0.0,Galactose
DHNPA,0.00043910453953870885,0.000439104539580566,Galactose
DHFR,0.00498189670376959,0.00498189670379846,Galactose
DAPMDH,-0.1815051174251108,0.0,Galactose
MTHFD,-0.2588958205560974,-0.25889582055195776,Galactose
FTHFD,0.0,0.0,Galactose
FPGS_tm,0.0,0.0,Galactose
FPGS7,0.0,0.0,Galactose
MTHFC,-0.258895820556808,-0.2588958205523531,Galactose
FTHFLi,0.33948117745955797,0.38851601532720054,Galactose
PABB,0.0004391045395387193,0.00043910453951619355,Galactose
FOLR,0.0,0.0,Galactose
L2A6OD2s,0.0,0.1815051174253934,Galactose
GLUSy,0.0,0.0,Galactose
PUTA3,0.0,0.0,Galactose
GLUDC,0.0,0.0,Galactose
GLUDy,-7.158675677458985,-4.126600172401415,Galactose
GLUN,0.0,0.0,Galactose
GLNS,0.4007431364865648,0.40074313648783283,Galactose
DASYN120,0.0104677279186739,0.010467727918674428,Galactose
ALKP,0.0,0.0,Galactose
CLPNS140,0.00523386395933695,0.005233863959337192,Galactose
ALR4x,0.0,0.0,Galactose
KAS14,0.1674354762758359,0.16743547627547128,Galactose
PSSA120,0.00523386395933695,0.005233863959337128,Galactose
PSSA140,0.00523386395933695,0.005233863959337193,Galactose
PSSA160,0.00523386395933695,0.005233863959380316,Galactose
PSSA180,0.00523386395933695,0.005233863959336983,Galactose
PSSA181,0.00523386395933695,0.005233863959337193,Galactose
PSSAAI15,0.00523386395933695,0.005233863959337193,Galactose
PSSAAI17,0.00523386395933695,0.005233863959337193,Galactose
PSSAI14,0.00523386395933695,0.005233863959337193,Galactose
PSSAI15,0.00523386395933695,0.005233863959337193,Galactose
PSSAI16,0.00523386395933695,0.005233863959337194,Galactose
PSSAI17,0.00523386395933695,0.005233863959337193,Galactose
PSD120,0.00523386395933695,0.005233863959337192,Galactose
PSD140,0.00523386395933695,0.005233863959337192,Galactose
PSD160,0.00523386395933695,0.005233863959380316,Galactose
PSD180,0.00523386395933695,0.005233863959336982,Galactose
PSD181,0.00523386395933695,0.005233863959337192,Galactose
PSDAI15,0.00523386395933695,0.005233863959337192,Galactose
PSDAI17,0.00523386395933695,0.005233863959337192,Galactose
PSDI14,0.00523386395933695,0.005233863959337192,Galactose
PSDI15,0.00523386395933695,0.005233863959337192,Galactose
PSDI16,0.00523386395933695,0.005233863959337193,Galactose
PSDI17,0.00523386395933695,0.005233863959337192,Galactose
G3PD1,0.17790320419408903,0.17790320419409722,Galactose
ACCOAC,0.0,1.6221760030903647,Galactose
PGPP120,0.00523386395933695,0.005233863959337316,Galactose
PGPP140,0.015701591878010852,0.015701591878011577,Galactose
PGPP160,0.0156775066663272,0.01567750666632792,Galactose
PGPP180,0.015701591878010852,0.015701591878011577,Galactose
PGPP181,0.00523386395933695,0.005233863959337192,Galactose
PGPPAI15,0.0,0.0,Galactose
PGPPAI17,0.005233863959336951,0.005233863959337191,Galactose
PGPPI14,0.0,0.0,Galactose
PGPPI15,0.0,0.0,Galactose
PGPPI16,0.0,0.0,Galactose
PGPPI17,0.005233863959336951,0.005233863959337191,Galactose
PGSA120,0.00523386395933695,0.005233863959337191,Galactose
FACOAL140,0.0,0.0,Galactose
FACOAL160,0.0,0.0,Galactose
FACOAL161,0.0,0.0,Galactose
FACOAL180,0.0,0.0,Galactose
FACOAL181,0.0,0.0,Galactose
2MBCOATA,0.031403183755285544,0.03140318375602304,Galactose
AIHPDCOATA,0.02093545583620925,0.02093545583734863,Galactose
AIPDCOATA,0.010467727917534574,0.010467727918674317,Galactose
IBCOATA,0.020935455836879564,0.020935455837348616,Galactose
IHDCOATA,0.010467727918361742,0.010467727918674315,Galactose
IHPDCOATA,0.020935455836862966,0.020935455837387762,Galactose
IPDCOATA,0.010467727918188624,0.010467727918674822,Galactose
ITDCOATA,0.010467727917425259,0.010467727918674317,Galactose
IVCOATA,0.03140318375586568,0.031403183756061645,Galactose
MCOATA,1.622160634430882,1.622160634432049,Galactose
PMTCOATA,0.0,0.02091137062575367,Galactose
STCOATA,0.0,0.020935455837349643,Galactose
TDCOATA,0.0,0.020935455837348894,Galactose
GPDDA1,0.0,0.0,Galactose
AGPAT120,0.0104677279186739,0.010467727918674362,Galactose
ACOATA,0.1674354762747906,0.16743547627545946,Galactose
DASYN140,0.0209354558373478,0.020935455837348526,Galactose
DASYN160,0.020911370625664148,0.020911370625705233,Galactose
DASYN180,0.0209354558373478,0.020935455837349418,Galactose
DASYN181,0.0104677279186739,0.010467727918674362,Galactose
DASYNAI15,0.00523386395933695,0.005233863959337181,Galactose
DASYNAI17,0.0104677279186739,0.01046772791867436,Galactose
DASYNI14,0.00523386395933695,0.005233863959337181,Galactose
DASYNI15,0.00523386395933695,0.005233863959337181,Galactose
DASYNI16,0.00523386395933695,0.005233863959337182,Galactose
DASYNI17,0.0104677279186739,0.01046772791867436,Galactose
CLPNS160,0.00523386395933695,0.00523386395933718,Galactose
CLPNS180,0.00523386395933695,0.005233863959337181,Galactose
CLPNSAI15,0.0,0.0,Galactose
CLPNSAI17,0.0,0.0,Galactose
CLPNSI14,0.0,0.0,Galactose
CLPNSI15,0.0,0.0,Galactose
CLPNSI16,0.0,0.0,Galactose
CLPNSI17,0.0,0.0,Galactose
PGSA140,0.015701591878010856,0.015701591878011543,Galactose
PGSA160,0.015677506666327196,0.015677506666327886,Galactose
PGSA180,0.015701591878010856,0.015701591878011543,Galactose
PGSA181,0.00523386395933695,0.005233863959337181,Galactose
PGSAAI15,0.0,0.0,Galactose
PGSAAI17,0.005233863959336951,0.00523386395933718,Galactose
PGSAI14,0.0,0.0,Galactose
PGSAI15,0.0,0.0,Galactose
PGSAI16,0.0,0.0,Galactose
PGSAI17,0.005233863959336951,0.00523386395933718,Galactose
FACOALAI15,0.0,0.0,Galactose
FACOALAI17,0.0,0.0,Galactose
FACOALI14,0.0,0.0,Galactose
FACOALI15,0.0,0.0,Galactose
FACOALI16,0.0,0.0,Galactose
FACOALI17,0.0,0.0,Galactose
GPDDA4,0.0,0.0,Galactose
GPDDA2,0.0,0.0,Galactose
ACOAAGPAT140,0.0,0.02093545583734816,Galactose
ACOAAGPAT160,0.0,0.020911370625665067,Galactose
ACOAAGPAT180,0.0,0.020935455837348724,Galactose
ACOAAGPATAI15,0.005233863959336951,0.005233863959337181,Galactose
ACOAAGPATAI17,0.0104677279186739,0.010467727918674358,Galactose
ACOAAGPATI14,0.005233863959336951,0.005233863959337181,Galactose
ACOAAGPATI15,0.005233863959336951,0.005233863959337181,Galactose
ACOAAGPATI16,0.005233863959336951,0.005233863959337182,Galactose
ACOAAGPATI17,0.0104677279186739,0.010467727918674358,Galactose
AGPAT140,0.0,0.02093545583734872,Galactose
AGPAT160,0.0,0.02091137062566524,Galactose
AGPAT180,0.0,0.02093545583734863,Galactose
AGPAT181,0.0104677279186739,0.010467727918674372,Galactose
KAS1,0.0,0.0,Galactose
KAS11,0.0,0.0,Galactose
KAS12,0.0,0.0,Galactose
KAS13,0.0,0.0,Galactose
KAS2,0.0,0.0,Galactose
KAS3,0.0,0.0,Galactose
KAS4,0.0,0.0,Galactose
KAS6,0.0,0.0,Galactose
KAS8,0.0,0.0,Galactose
G3PAT120,0.0104677279186739,0.010467727918674898,Galactose
G3PAT140,0.020935455837347797,0.020935455837348748,Galactose
G3PAT160,0.020911370625664148,0.020911370625665095,Galactose
G3PAT180,0.0209354558373478,0.02093545583734874,Galactose
G3PAT181,0.0104677279186739,0.010467727918674374,Galactose
G3PATAI15,0.005233863959336951,0.005233863959337187,Galactose
G3PATAI17,0.0104677279186739,0.01046772791867437,Galactose
G3PATI14,0.005233863959336951,0.005233863959337187,Galactose
G3PATI15,0.005233863959336951,0.005233863959337187,Galactose
G3PATI16,0.005233863959336951,0.005233863959337187,Galactose
G3PATI17,0.0104677279186739,0.01046772791867437,Galactose
GLYKr,0.01570159187801085,0.01570159187801156,Galactose
GLYD,0.0,0.0,Galactose
SERD_L,0.0,0.0,Galactose
GCCb,0.0,0.0,Galactose
THRD,0.0,0.0,Galactose
HSDxi2,0.0,0.6348840670037674,Galactose
HSDyi2,0.0,0.634884067003186,Galactose
THRS,0.5755143157374337,0.5755143157426456,Galactose
THRAr,-999.6431525116345,0.35684748837557967,Galactose
CHOLSH,0.0,0.0,Galactose
GLYCK,0.0,0.0,Galactose
GLYAT,0.0,0.0,Galactose
PSERTr,0.0,1000.0000000000001,Galactose
GCCa,0.0,0.0,Galactose
PSP_L,0.0,0.0,Galactose
GHMT2r,-0.19452880393065414,-0.1945288038827306,Galactose
PGCDr,0.0,0.0,Galactose
GCCc,0.0,0.0,Galactose
GAPD,19.03717195374067,19.03717195374094,Galactose
ACS,0.0,987.6918678759484,Galactose
ACS2,0.0,999.407734565502,Galactose
PYK,0.0,2.8505703876580895,Galactose
HEX1,0.0,0.0,Galactose
G6PI,-1000.0,1000.0,Galactose
